dataset,label_rate,inductive,seed,backend,model,variant,n_params,n_hidden,n_layers,dropout,history,sampling,batch_size,saint_coverage,limited_pretraining,initial_epochs,initial_lr,initial_wd,annual_epochs,annual_lr,annual_wd,start,decay,year,epoch,f1_macro,accuracy
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.1,0.1,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2012,200,0.3066142123439665,0.4064323306083679
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.1,0.1,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2013,200,0.3176923860214276,0.41748690605163574
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.1,0.1,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2014,200,0.3098881627855142,0.42286038398742676
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.1,0.1,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2015,200,0.3347811003482117,0.44420287013053894
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2004,0,0.0019910877338283773,0.004182556178420782
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2005,200,0.17027467438645694,0.28077682852745056
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2006,200,0.16621603675870428,0.26238951086997986
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2007,200,0.18065612717221727,0.27519136667251587
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2008,200,0.1625040857775887,0.26921725273132324
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2009,200,0.18151982210870488,0.29254016280174255
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2010,200,0.15520901263880524,0.2839622497558594
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2011,200,0.13639645219181626,0.24712519347667694
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2012,200,0.16212833559463063,0.26369717717170715
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2013,200,0.14014922605184615,0.25741633772850037
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2014,200,0.13709839603470508,0.26309412717819214
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,cold,,2015,200,0.1368438776127074,0.26231881976127625
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2004,0,0.0019910877338283773,0.004182556178420782
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2005,200,0.16102042260166105,0.27386438846588135
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2006,200,0.23198832579665526,0.31035852432250977
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2007,200,0.2610556053840944,0.335974782705307
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2008,200,0.25227931483781985,0.361213743686676
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2009,200,0.2601487782984197,0.3723238706588745
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2010,200,0.2434103545105258,0.3646226227283478
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2011,200,0.2434241812558559,0.3517031967639923
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2012,200,0.24990515338010189,0.3603244721889496
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2013,200,0.24199055874232445,0.3615504503250122
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2014,200,0.24601856250908546,0.3692011535167694
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history1-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,1,,1000,0,True,0,0.001,0.0,200,0.001,0.0,warm,,2015,200,0.2528245970628879,0.3757246136665344
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2004,0,0.0015822545614055982,0.003936523571610451
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2005,200,0.2585755449280653,0.3556067645549774
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2006,200,0.27260866329797984,0.3517727553844452
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2007,200,0.3179711724913923,0.3739756941795349
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2008,200,0.28913297789317643,0.38654354214668274
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2009,200,0.3109064862145609,0.3898066282272339
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2010,200,0.287026585776293,0.3816823959350586
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2011,200,0.29461988916002224,0.39191436767578125
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2012,200,0.2792591187391558,0.38081684708595276
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2013,200,0.28105150017356056,0.38639602065086365
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2014,200,0.28964616913380037,0.39998573064804077
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,cold,,2015,200,0.29319365536586056,0.3984057903289795
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2004,0,0.0015822545614055982,0.003936523571610451
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2005,200,0.26739342050815745,0.3591178357601166
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2006,200,0.27334777256248066,0.3497864603996277
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2007,200,0.3279640671105631,0.38027915358543396
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2008,200,0.29593116989879387,0.39797714352607727
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2009,200,0.32006128933143246,0.405955970287323
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2010,200,0.2965592583190223,0.3967767357826233
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2011,200,0.3049253625044582,0.4039922058582306
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2012,200,0.2816648862502367,0.393126517534256
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2013,200,0.30360594167054383,0.40574297308921814
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2014,200,0.30245262261793193,0.4096771776676178
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history3-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,3,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2015,200,0.30805242955361595,0.4197825789451599
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2004,0,0.0017743061951915884,0.00356747442856431
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2005,200,0.29291986163754313,0.40015360713005066
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2006,200,0.30091942682886125,0.3870294988155365
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2007,200,0.34620078123770837,0.400540292263031
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2008,200,0.3145024432937356,0.4250659644603729
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2009,200,0.32278703448585366,0.42380914092063904
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2010,200,0.3116034535201739,0.4183962345123291
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2011,200,0.3187741743325495,0.42735227942466736
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2012,200,0.30265256952170094,0.4166073799133301
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2013,200,0.3309798151667027,0.42848414182662964
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2014,200,0.3095762181370358,0.43262308835983276
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2015,200,0.3342943550764284,0.4459420144557953
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2004,0,0.0017743061951915884,0.00356747442856431
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2005,200,0.2948335559552334,0.39960500597953796
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2006,200,0.31688980669357714,0.39418014883995056
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2007,200,0.35188795651281835,0.40810447931289673
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2008,200,0.31978304451353956,0.4299032688140869
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2009,200,0.3265042165450551,0.4262537658214569
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2010,200,0.3109455835303621,0.41965407133102417
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2011,200,0.32094720987074327,0.42706298828125
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2012,200,0.31571781664554655,0.4189554750919342
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2013,200,0.32763803242571427,0.43411850929260254
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2014,200,0.305343320569366,0.43946412205696106
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history6-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,6,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2015,200,0.33823396902442854,0.4502173662185669
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2004,0,0.0016930570996360824,0.0030754089821130037
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2005,200,0.3051848908610393,0.41792845726013184
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2006,200,0.32618537750518867,0.4041116237640381
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2007,200,0.35739380384405495,0.4200810492038727
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2008,200,0.32616677388050697,0.43720316886901855
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2009,200,0.3517655692242188,0.4463293254375458
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2010,200,0.32313460050452325,0.4304245114326477
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2011,200,0.33883357071838616,0.4490489661693573
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2012,200,0.33126297696104273,0.4370286166667938
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2013,200,0.3449442516131163,0.4483741521835327
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2014,200,0.33125086179136987,0.4573505222797394
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.01,0.0,200,0.01,0.0,cold,,2015,200,0.36100543147983355,0.47413042187690735
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2004,0,0.0016930570996360824,0.0030754089821130037
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2005,200,0.3018762892988008,0.4212200939655304
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2006,200,0.3282945884673668,0.39864930510520935
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2007,200,0.3557149036990965,0.4184601604938507
/media/nvme1n1/lgalke/datasets/Incremental-GNNs/label_rate_ablation/dblp-hard-tzero2003-history25-dgl-0.2,0.2,False,0,dgl,gs-mean,,263634,32,1,0.5,25,,1000,0,True,0,0.005,0.0,200,0.005,0.0,warm,,2008,200,0.32580250733887195,0.43377310037612915
